Price Period,Town,Super,Diesel,Kerosene
 15th January 2022 - 14th February 2022,Kaptarakwa,130.32,111.51,104.47
 15th January 2022 - 14th February 2022,Kisumu,130.12,111.3,104.26
 15th January 2022 - 14th February 2022,Sondu,130.23,111.4,104.37
 15th January 2022 - 14th February 2022,Oyugis,130.7,111.89,104.85
 15th January 2022 - 14th February 2022,Kakamega,130.17,111.35,104.32
 15th January 2022 - 14th February 2022,Mumias,130.44,111.63,104.59
 15th January 2022 - 14th February 2022,Bondo,130.33,111.51,104.48
 15th January 2022 - 14th February 2022,Siaya,130.45,111.64,104.6
 15th January 2022 - 14th February 2022,Kericho,130.63,111.81,104.77
 15th January 2022 - 14th February 2022,Nyamira,130.69,111.88,104.84
 15th January 2022 - 14th February 2022,Kisii,131.0,112.18,105.15
 15th January 2022 - 14th February 2022,Sotik,130.83,112.02,104.98
 15th January 2022 - 14th February 2022,Keroka,131.01,112.2,105.16
 15th January 2022 - 14th February 2022,Busia,130.99,112.17,105.14
 15th January 2022 - 14th February 2022,Homabay,130.94,112.12,105.08
 15th January 2022 - 14th February 2022,Migori,131.79,112.97,105.94
 15th January 2022 - 14th February 2022,Isebania,132.07,113.26,106.22
 15th January 2022 - 14th February 2022,Bomet,131.23,112.42,105.38
 15th January 2022 - 14th February 2022,Muhoroni,130.36,111.53,104.49
 15th January 2022 - 14th February 2022,Mbita,130.93,112.1,105.07
 15th January 2022 - 14th February 2022,Mbale,130.12,111.3,104.26
 15th January 2022 - 14th February 2022,Etago,131.58,112.75,105.72
 15th January 2022 - 14th February 2022,Magenche,131.67,112.86,105.82
 15th January 2022 - 14th February 2022,Kilgoris,131.51,112.69,105.66
15th January 2023 –14th February 2023,,,,143.69
15th January 2023 –14th February 2023,,,,144.41
15th January 2023 –14th February 2023,,,,144.05
15th January 2023 –14th February 2023,,,,144.05
15th January 2023 –14th February 2023,,,,144.61
15th January 2023 –14th February 2023,,,,144.76
15th January 2023 –14th February 2023,,,,145.17
15th January 2023 –14th February 2023,,,,146.58
15th January 2023 –14th February 2023,,,,147.0
15th January 2023 –14th February 2023,,,,147.28
15th January 2023 –14th February 2023,,,,147.0
15th January 2023 –14th February 2023,,,,145.96
15th January 2023 –14th February 2023,,,,146.05
15th January 2023 –14th February 2023,,,,144.0
15th January 2023 –14th February 2023,,,,144.18
15th January 2023 –14th February 2023,,,,145.51
15th January 2023 –14th February 2023,,,,145.68
15th January 2023 –14th February 2023,,,,143.85
15th January 2023 –14th February 2023,,,,145.27
15th January 2023 –14th February 2023,,,,145.94
15th January 2023 –14th February 2023,,,,145.94
15th January 2023 –14th February 2023,,,,146.18
15th January 2023 –14th February 2023,,,,146.36
15th January 2023 –14th February 2023,,,,146.23
15th January 2023 –14th February 2023,,,,146.46
15th January 2023 –14th February 2023,,,,146.68
15th January 2023 –14th February 2023,,,,147.04
15th January 2023 –14th February 2023,,,,146.97
15th January 2023 –14th February 2023,,,,147.33
15th January 2023 –14th February 2023,,,,147.31
15th January 2023 –14th February 2023,,,,147.48
15th January 2023 –14th February 2023,,,,147.28
15th January 2023 –14th February 2023,,,,147.57
15th January 2023 –14th February 2023,,,,147.47
15th January 2023 –14th February 2023,,,,147.86
15th January 2023 –14th February 2023,,,,147.87
15th January 2023 –14th February 2023,,,,148.84
15th January 2023 –14th February 2023,,,,148.38
15th January 2023 –14th February 2023,,,,149.04
15th January 2023 –14th February 2023,,,,148.89
15th January 2023 –14th February 2023,,,,149.49
15th January 2023 –14th February 2023,,,,150.11
15th January 2023 –14th February 2023,,,,153.79
15th January 2023 –14th February 2023,,,,152.87
15th January 2023 –14th February 2023,,,,155.37
15th January 2023 –14th February 2023,,,,154.43
15th January 2023 –14th February 2023,,,,152.8
15th January 2023 –14th February 2023,,,,151.49
15th January 2023 –14th February 2023,,,,155.04
15th January 2023 –14th February 2023,,,,156.65
15th January 2023 –14th February 2023,,,,155.21
15th January 2023 –14th February 2023,,,,152.94
15th January 2023 –14th February 2023,,,,158.98
15th January 2023 –14th February 2023,,,,146.84
15th January 2023 –14th February 2023,,,,151.29
15th January 2023 –14th February 2023,,,,148.29
15th January 2023 –14th February 2023,,,,156.98
15th January 2023 –14th February 2023,,,,154.02
15th January 2023 –14th February 2023,,,,152.6
15th January 2023 –14th February 2023,,,,146.06
15th January 2023 –14th February 2023,,,,148.63
15th January 2023 –14th February 2023,,,,147.75
15th January 2023 –14th February 2023,,,,148.62
15th January 2023 –14th February 2023,,,,148.25
15th January 2023 –14th February 2023,,,,147.58
15th January 2023 –14th February 2023,,,,154.75
15th January 2023 –14th February 2023,,,,153.37
15th January 2023 –14th February 2023,,,,153.91
15th January 2023 –14th February 2023,,,,153.97
15th January 2023 –14th February 2023,,,,153.78
15th January 2023 –14th February 2023,,,,150.98
15th January 2023 –14th February 2023,,,,150.69
15th January 2023 –14th February 2023,,,,151.93
15th January 2023 –14th February 2023,,,,145.79
15th January 2023 –14th February 2023,,,,145.76
15th January 2023 –14th February 2023,,,,145.74
15th January 2023 –14th February 2023,,,,145.83
15th January 2023 –14th February 2023,,,,146.53
15th January 2023 –14th February 2023,,,,146.05
15th January 2023 –14th February 2023,,,,146.04
15th January 2023 –14th February 2023,,,,149.03
15th January 2023 –14th February 2023,,,,150.13
15th January 2023 –14th February 2023,,,,146.11
15th January 2023 –14th February 2023,,,,146.51
15th January 2023 –14th February 2023,,,,147.01
15th January 2023 –14th February 2023,,,,148.1
15th January 2023 –14th February 2023,,,,148.93
15th January 2023 –14th February 2023,,,,146.58
15th January 2023 –14th February 2023,,,,146.67
15th January 2023 –14th February 2023,,,,146.67
15th January 2023 –14th February 2023,,,,146.67
15th January 2023 –14th February 2023,,,,146.67
15th January 2023 –14th February 2023,,,,146.67
15th January 2023 –14th February 2023,,,,146.68
15th January 2023 –14th February 2023,,,,147.1
15th January 2023 –14th February 2023,,,,147.03
15th January 2023 –14th February 2023,,,,147.67
15th January 2023 –14th February 2023,,,,147.44
15th January 2023 –14th February 2023,,,,146.68
15th January 2023 –14th February 2023,,,,146.66
15th January 2023 –14th February 2023,,,,146.62
15th January 2023 –14th February 2023,,,,146.71
15th January 2023 –14th February 2023,,,,147.18
15th January 2023 –14th February 2023,,,,147.06
15th January 2023 –14th February 2023,,,,146.99
15th January 2023 –14th February 2023,,,,146.9
15th January 2023 –14th February 2023,,,,146.87
15th January 2023 –14th February 2023,,,,146.73
15th January 2023 –14th February 2023,,,,147.21
15th January 2023 –14th February 2023,,,,147.57
15th January 2023 –14th February 2023,,,,147.25
15th January 2023 –14th February 2023,,,,147.87
15th January 2023 –14th February 2023,,,,149.49
15th January 2023 –14th February 2023,,,,148.29
15th January 2023 –14th February 2023,,,,148.42
15th January 2023 –14th February 2023,,,,150.85
15th January 2023 –14th February 2023,,,,152.44
15th January 2023 –14th February 2023,,,,149.85
15th January 2023 –14th February 2023,,,,151.61
15th January 2023 –14th February 2023,,,,150.22
15th January 2023 –14th February 2023,,,,154.49
15th January 2023 –14th February 2023,,,,149.49
15th January 2023 –14th February 2023,,,,147.84
15th January 2023 –14th February 2023,,,,153.63
15th January 2023 –14th February 2023,,,,146.87
15th January 2023 –14th February 2023,,,,146.67
15th January 2023 –14th February 2023,,,,146.74
15th January 2023 –14th February 2023,,,,146.62
15th January 2023 –14th February 2023,,,,154.73
15th January 2023 –14th February 2023,,,,153.55
15th January 2023 –14th February 2023,,,,149.97
15th January 2023 –14th February 2023,,,,151.53
15th January 2023 –14th February 2023,,,,148.74
15th January 2023 –14th February 2023,,,,148.07
15th January 2023 –14th February 2023,,,,148.68
15th January 2023 –14th February 2023,,,,148.26
15th January 2023 –14th February 2023,,,,147.06
15th January 2023 –14th February 2023,,,,147.78
15th January 2023 –14th February 2023,,,,147.08
15th January 2023 –14th February 2023,,,,147.51
15th January 2023 –14th February 2023,,,,147.65
15th January 2023 –14th February 2023,,,,147.75
15th January 2023 –14th February 2023,,,,148.66
15th January 2023 –14th February 2023,,,,148.53
15th January 2023 –14th February 2023,,,,147.51
15th January 2023 –14th February 2023,,,,147.57
15th January 2023 –14th February 2023,,,,146.74
15th January 2023 –14th February 2023,,,,147.14
15th January 2023 –14th February 2023,,,,147.21
15th January 2023 –14th February 2023,,,,146.67
15th January 2023 –14th February 2023,,,,147.1
15th January 2023 –14th February 2023,,,,147.65
15th January 2023 –14th February 2023,,,,147.28
15th January 2023 –14th February 2023,,,,147.97
15th January 2023 –14th February 2023,,,,147.61
15th January 2023 –14th February 2023,,,,147.82
15th January 2023 –14th February 2023,,,,146.87
15th January 2023 –14th February 2023,,,,149.82
15th January 2023 –14th February 2023,,,,149.21
15th January 2023 –14th February 2023,,,,148.19
15th January 2023 –14th February 2023,,,,148.68
15th January 2023 –14th February 2023,,,,148.34
15th January 2023 –14th February 2023,,,,147.93
15th January 2023 –14th February 2023,,,,147.97
15th January 2023 –14th February 2023,,,,147.92
15th January 2023 –14th February 2023,,,,147.82
15th January 2023 –14th February 2023,,,,147.71
15th January 2023 –14th February 2023,,,,147.66
15th January 2023 –14th February 2023,,,,147.39
15th January 2023 –14th February 2023,,,,146.66
15th January 2023 –14th February 2023,,,,146.77
15th January 2023 –14th February 2023,,,,147.25
15th January 2023 –14th February 2023,,,,146.72
15th January 2023 –14th February 2023,,,,146.99
15th January 2023 –14th February 2023,,,,146.88
15th January 2023 –14th February 2023,,,,147.0
15th January 2023 –14th February 2023,,,,147.17
15th January 2023 –14th February 2023,,,,147.24
15th January 2023 –14th February 2023,,,,147.55
15th January 2023 –14th February 2023,,,,147.38
15th January 2023 –14th February 2023,,,,147.56
15th January 2023 –14th February 2023,,,,147.54
15th January 2023 –14th February 2023,,,,147.48
15th January 2023 –14th February 2023,,,,148.34
15th January 2023 –14th February 2023,,,,148.62
15th January 2023 –14th February 2023,,,,147.78
15th January 2023 –14th February 2023,,,,146.9
15th January 2023 –14th February 2023,,,,147.47
15th January 2023 –14th February 2023,,,,146.66
15th January 2023 –14th February 2023,,,,148.12
15th January 2023 –14th February 2023,,,,148.22
15th January 2023 –14th February 2023,,,,148.06
15th January 2023 –14th February 2023,,,,147.03
15th January 2023 –14th February 2023,,,,147.42
15th January 2023 –14th February 2023,,,,147.55
15th January 2023 –14th February 2023,,,,147.82
15th January 2023 –14th February 2023,,,,147.54
15th January 2023 –14th February 2023,,,,147.55
15th January 2023 –14th February 2023,,,,146.63
15th January 2023 –14th February 2023,,,,146.66
15th January 2023 –14th February 2023,,,,147.1
15th January 2023 –14th February 2023,,,,146.75
15th January 2023 –14th February 2023,,,,147.22
15th January 2023 –14th February 2023,,,,146.71
15th January 2023 –14th February 2023,,,,148.48
15th January 2023 –14th February 2023,,,,148.71
15th January 2023 –14th February 2023,,,,149.02
15th January 2023 –14th February 2023,,,,147.8
15th January 2023 –14th February 2023,,,,147.75
15th January 2023 –14th February 2023,,,,147.7
15th January 2023 –14th February 2023,,,,147.62
15th January 2023 –14th February 2023,,,,147.54
15th January 2023 –14th February 2023,,,,147.53
15th January 2023 –14th February 2023,,,,147.57
15th January 2023 –14th February 2023,,,,147.4
15th January 2023 –14th February 2023,,,,147.7
15th January 2023 –14th February 2023,,,,147.96
15th January 2023 –14th February 2023,,,,147.88
15th January 2023 –14th February 2023,,,,147.61
15th January 2023 –14th February 2023,,,,147.31
15th January 2023 –14th February 2023,,,,147.68
15th January 2023 –14th February 2023,,,,147.03
15th January 2023 –14th February 2023,,,,147.43
,Mombasa,132.46,113.36,101.29
,Kilifi,133.17,114.07,102.01
,Likoni Mainland,132.82,113.71,101.65
,Kwale,132.82,113.71,101.65
,Malindi,133.38,114.27,102.21
,Lungalunga,133.53,114.43,102.36
,Voi,133.94,114.84,102.77
,Taveta,135.35,116.24,104.18
,Lamu,135.76,116.66,104.6
,Hola,136.05,116.94,104.88
,Mpeketoni,135.76,116.66,104.6
,Minjila,134.73,115.62,103.56
,Garsen,134.82,115.71,103.65
,Samburu,132.76,113.66,101.6
,Taru,132.94,113.84,101.78
,Mwatate,134.28,115.17,103.11
,Wundanji,134.44,115.34,103.28
,Kaloleni,132.61,113.52,101.45
,Marereni,134.04,114.94,102.87
,Nairobi,134.72,115.6,103.54
,Thika,134.72,115.61,103.54
,Machakos,134.96,115.84,103.78
,Kajiado,135.14,116.02,103.96
,Makuyu,135.01,115.89,103.83
,Muranga,135.24,116.12,104.06
,Sagana,135.45,116.35,104.28
,Embu,135.82,116.7,104.64
,Kerugoya,135.74,116.63,104.57
,Narok,136.1,117.0,104.93
,Nyeri,136.09,116.97,104.91
,Namanga,136.26,117.15,105.08
,Kiganjo,136.06,116.94,104.88
,Chuka,136.35,117.23,105.17
,Kitui,136.25,117.14,105.07
,Mwingi,136.63,117.53,105.46
,Nanyuki,136.65,117.54,105.47
,Nkubu,137.61,118.51,106.44
,Mtito Andei,137.15,118.04,105.98
,Meru,137.81,118.7,106.64
,Isiolo,137.67,118.56,106.49
,Maua,138.26,119.16,107.09
,Garissa,138.89,119.77,107.71
,Marsabit,142.57,123.45,111.39
,Liboi,141.65,122.54,110.47
,Moyale,144.15,125.04,112.97
,Sololo,143.21,124.09,112.03
,Habaswein,141.58,122.46,110.4
,Dadaab,140.27,121.15,109.09
,Tarbaj,143.82,124.72,112.64
,Elwak,145.43,126.32,114.25
,Wajir,143.98,124.87,112.81
,Modogashe,141.72,122.6,110.54
,Mandera,147.75,128.65,116.58
,Matuu,135.62,116.5,104.44
,Merti,140.06,120.95,108.89
,Oldonyiro,137.07,117.96,105.89
,Eldas,145.76,126.64,114.58
,Bute,142.79,123.68,111.62
,Hadado,141.38,122.27,110.2
,Mai Mahiu,134.84,115.72,103.66
,Doldo,137.41,118.3,106.23
,Lamuria,136.53,117.42,105.35
,Rumuruti,137.23,118.12,106.06
,Sipili,137.4,118.28,106.22
,Marimanti,137.02,117.91,105.85
,Mutuobare,136.36,117.25,105.18
,North Horr,143.53,124.42,112.35
,Maikona,142.15,123.03,110.97
,Kalacha,142.69,123.57,111.51
,Loyangalani,142.75,123.64,111.57
,Turbi,142.56,123.44,111.38
,Laisamis,139.76,120.66,108.58
,Merille,139.47,120.35,108.29
,Korr,140.71,121.6,109.53
,Nakuru,134.24,115.43,103.39
,Gilgil,134.21,115.39,103.36
,Mogotio,134.2,115.38,103.34
,Molo,134.29,115.46,103.43
,Olenguruone,134.99,116.16,104.13
,Londiani,134.5,115.69,103.65
,Nyahururu,134.49,115.68,103.64
,Archers Post,137.48,118.66,106.63
,Lodosoit,138.58,119.76,107.73
,Naivasha,134.57,115.75,103.71
,Marigat,134.98,116.15,104.11
,Kabarnet ,135.46,116.64,104.61
,Maralal,136.55,117.73,105.7
,Wamba,137.39,118.57,106.53
,Eldoret,135.13,116.32,104.27
,Kiplombe,135.13,116.32,104.27
,Iten,135.13,116.32,104.27
,Naiberi,135.13,116.32,104.27
,Kesses,135.13,116.32,104.27
,Kapsabet,135.14,116.34,104.28
,Webuye,135.55,116.75,104.7
,Kitale,135.49,116.68,104.63
,Kapenguria ,136.12,117.32,105.27
,Bungoma,135.9,117.08,105.04
,Moiben,135.14,116.34,104.28
,Matunda,135.12,116.3,104.26
,Burnt Forest,135.08,116.27,104.22
,Tambach,135.17,116.36,104.31
,Kapsowar,135.64,116.82,104.78
,Chebara,135.52,116.7,104.66
,Kimwarer,135.44,116.63,104.59
,Timboroa,135.37,116.55,104.5
